TransectID,Longitude,Latitude,LRR_m_yr,EPR_m_yr,NSM_m,NDVI_2019,NDVI_2024,BSI_2024,NDVI_decline,score_lrr,score_ndvi,score_bsi,Risk_Score,Risk_Level
217.0,84.97842,19.332146,-1.347,-3.939,-43.333,0.3584066154619917,0.27734186397971794,-0.1774568009096621,0.08106475148227377,0.5846869227339321,0.2581887581327336,0.36794889934398967,0.44338986867558405,Moderate
220.0,84.9753,19.330485,-7.452,-5.49,-60.387,0.5114180136197862,0.13657292035313243,-0.03549323280457725,0.37484509326665383,0.9735651952353652,0.959052297251803,0.6881509636740514,0.9121284795280338,Critical
222.0,84.974524,19.331741,-3.531,-6.667,-73.333,0.3560531176561953,0.16570224298962027,-0.07130561778604168,0.19035087466657502,0.723804063953118,0.5189096035314654,0.6073753129017384,0.6390499756163464,High
224.0,84.975547,19.333649,0.21,10.909,120.0,0.47222657488967235,0.4649730182710888,-0.3367012996677719,0.007253556618583568,0.48550863112300147,0.0820994563620197,0.00876930195736745,0.2691380128615802,Low
226.0,84.981473,19.339225,2.273,-2.121,-23.333,0.3383736592445932,0.24401564004703483,-0.20721007542012324,0.09435801919755835,0.3540989871966367,0.28990213487129585,0.3008397103739259,0.3241880761344923,Low
229.0,84.98177,19.338325,-6.206,0.0,0.0,0.35089953403889507,0.03910845758135047,-0.014741440718112878,0.3117910764575446,0.8941970826167273,0.8086260940957714,0.7349571038220328,0.8366777903015017,Critical
231.0,84.986396,19.356804,1.933,0.909,10.0,0.31689972340089423,0.24667172893610942,-0.11535255499785066,0.07022799446478481,0.375756417606217,0.23233581021348473,0.5080264418435118,0.35918424023585627,Moderate
233.0,84.986777,19.356808,0.336,0.0,0.0,0.4873714238587437,0.4836896422743594,-0.28444898207702496,0.003681781584384314,0.47748264220650993,0.0735783726291832,0.1266255955256036,0.2861399519971306,Low
236.0,84.98838,19.365768,0.786,0.909,10.0,0.3450198488545039,0.2962429784437332,-0.20398319184885585,0.04877687041077067,0.4488183960761832,0.18116046392835794,0.3081180198350387,0.34038094118360673,Low
242.0,84.993157,19.372054,1.191,0.909,10.0,0.33106517756248094,0.2965854575203365,-0.1951794035364718,0.034479720042144446,0.4230205745588891,0.1470521524402213,0.3279751650813709,0.3212209660277851,Low
244.0,84.992823,19.368256,-7.494,-6.364,-70.0,0.3562018184771991,-0.03580728666510573,0.03414984510148271,0.39200910514230486,0.9762405248741959,1.0,0.8452325136060228,0.9571667651583026,Critical
245.0,84.993395,19.368172,0.281,-1.818,-20.0,0.36986488841215603,0.32346872131607807,-0.2360101681865955,0.04639616709607797,0.4809860500668833,0.1754808866612287,0.23588044455795637,0.3403133799434015,Low
261.0,85.028866,19.386536,-4.997,-4.494,-49.43,0.3084554327609473,0.0598021596428618,-0.003950356820066121,0.2486532731180855,0.8171858080132492,0.6580000037592876,0.7592966395679628,0.7578522330480034,Critical
263.0,85.028203,19.386258,1.958,0.909,10.0,0.363599796260344,0.2686708045934352,-0.12061046128288203,0.09492899166690882,0.37416395948786546,0.2912642879111417,0.49616711434848276,0.3736946889869718,Moderate
264.0,85.032631,19.390009,0.0,0.0,0.0,0.46721367660531915,0.48529738620751195,-0.2778671104464196,-0.0180837096021928,0.49888527931715393,0.021653049474356586,0.14147115704118388,0.2842327859091207,Low
265.0,85.032147,19.390727,0.0,0.0,0.0,0.4899797701551854,0.49027398421096025,-0.2706506203268331,-0.00029421405577484405,0.49888527931715393,0.06409295110996806,0.1577481150266201,0.30022014799689145,Low
